Customer ID,Recency,Frequency,Monetary,Cluster
12346.0,-0.24851108180758982,0.956993543511635,-0.22884242955710626,0
12347.0,-0.9004726674199001,-0.33643914105000106,-0.06737355717231555,0
12348.0,-0.1772027833812434,-0.43593396293935766,-0.1966792336629677,0
12349.0,-0.4929966764122061,-0.1374494972712878,0.08806075282839418,0
12351.0,-0.8189774692183612,-0.43593396293935766,-0.18742952595730397,0
12352.0,-0.8189774692183612,-0.33643914105000106,-0.18239543976532982,0
12353.0,-0.4828097766370138,-0.43593396293935766,-0.18545323319754364,0
12355.0,1.1369072876185693,-0.43593396293935766,-0.1654378380162515,1
12356.0,-0.7680429703423995,-0.2369443191606444,0.19530780811162057,0
12357.0,-0.6865477721408607,-0.33643914105000106,1.1957475979156855,0
12358.0,-0.8189774692183612,-0.2369443191606444,0.09651782974805784,0
12359.0,-0.3096324804587439,0.2605297902861387,0.06720223334436416,0
12360.0,-0.7782298701175918,0.06154014650742545,-0.04065778974670231,0
12361.0,0.06728281122337293,-0.2369443191606444,-0.18503167104617468,0
12362.0,2.8788671491764606,-0.43593396293935766,-0.20750128599448944,1
12366.0,1.8092426727812643,-0.43593396293935766,-0.1640251938154246,1
12368.0,1.7583081739053026,-0.43593396293935766,-0.11500420893785218,1
12369.0,-0.43187527776105206,-0.2369443191606444,-0.012437785229435474,0
12370.0,1.7175605748045333,-0.2369443191606444,-0.13180563306539267,1
12371.0,-0.4726228768618215,-0.2369443191606444,0.033155511849123055,0
12373.0,1.7175605748045333,-0.33643914105000106,-0.13316426094598846,1
12374.0,-0.3503800795595133,-0.2369443191606444,0.04100784083576432,0
12376.0,-0.6763608723656684,-0.33643914105000106,-0.16368348187657122,0
12377.0,-0.7578560705672072,-0.33643914105000106,-0.011609926408502011,0
12378.0,1.0859727887426076,-0.43593396293935766,-0.05746508521339836,1
12379.0,-0.34019317978432095,-0.33643914105000106,-0.1325853469052506,0
12380.0,-0.7578560705672072,0.45951943406485196,0.3840290883208423,0
12382.0,2.3084007617656894,-0.43593396293935766,-0.22492507207251897,1
12385.0,-0.7782298701175918,-0.33643914105000106,0.0030919068370114985,0
12386.0,-0.9106595671950923,-0.43593396293935766,-0.1923649736514648,0
12387.0,-0.41150147821066735,-0.43593396293935766,-0.2058643566379203,0
12388.0,-0.10589448495489696,-0.33643914105000106,-0.09119592866207052,0
12389.0,-0.5439311752881679,-0.2369443191606444,-0.05445543676226011,0
12391.0,0.08765661077375762,0.06154014650742545,0.04256844278331124,0
12392.0,1.3813928822231858,-0.43593396293935766,-0.19520083046359857,1
12393.0,-0.7476691707920148,-0.2369443191606444,-0.12951228799123232,0
12395.0,-0.8597250683191306,-0.1374494972712878,0.017798437153849423,0
12396.0,2.2269055635641504,-0.43593396293935766,-0.11339193920573637,1
12399.0,-0.7171084714664377,-0.2369443191606444,-0.12252539439612009,0
12400.0,-0.42168837798585973,-0.43593396293935766,-0.1986649205653769,0
12402.0,-0.6458001730400913,0.06154014650742545,-0.1031617178610947,0
12403.0,0.6683098979597214,-0.43593396293935766,-0.15329003730340507,1
12404.0,2.3084007617656894,-0.43593396293935766,-0.2153406980349885,1
12406.0,-0.6865477721408607,-0.1374494972712878,0.10502540018445919,0
12408.0,-0.7782298701175918,-0.03795467538193117,-0.05401626059342448,0
12409.0,-0.36056697933470566,0.06154014650742545,1.1902931238401735,0
12410.0,0.4747588022310668,-0.43593396293935766,-0.18514557502579249,0
12411.0,-0.4726228768618215,-0.43593396293935766,-0.18203141673768533,0
12412.0,-0.5439311752881679,-0.03795467538193117,-0.06375328944899938,0
12413.0,-0.5439311752881679,-0.43593396293935766,-0.19442581369506512,0
12414.0,0.07746971099856527,-0.03795467538193117,-0.20750128599448944,0
12415.0,-0.8189774692183612,0.16103496839678208,2.0722034930396953,0
12416.0,2.0435413676106884,-0.43593396293935766,-0.19898079861194584,1
12417.0,-0.5541180750633602,0.956993543511635,0.1424199592661986,0
12418.0,-0.43187527776105206,-0.1374494972712878,-0.06443201625538174,0
12419.0,-0.7171084714664377,-0.33643914105000106,-0.16369992162620678,0
12421.0,-0.41150147821066735,-0.2369443191606444,-0.18911694883061092,0
12422.0,-0.6254263734897066,1.2554780091797049,0.1665957853731181,0
12423.0,-0.6967346719160531,-0.33643914105000106,-0.13316073814249513,0
12424.0,-0.34019317978432095,-0.03795467538193117,-0.04324235324297828,0
12425.0,-0.2586979815827822,-0.33643914105000106,-0.116658752311888,0
12426.0,1.9416723698587648,-0.33643914105000106,-0.137200219481518,1
12427.0,-0.8597250683191306,-0.43593396293935766,-0.18712773912470837,0
12429.0,-0.9208464669702847,0.06154014650742545,0.20996384491172074,0
12431.0,-0.839351268768746,1.0564883654009918,0.2825230284639192,0
12433.0,-0.9106595671950923,0.06154014650742545,0.605443159216034,0
12434.0,-0.7578560705672072,-0.43593396293935766,-0.1878569594478285,0
12435.0,-0.605052573939322,-0.1374494972712878,0.4930715991178379,0
12437.0,-0.635613273264899,2.250426228073271,0.657721563057109,3
12439.0,2.3084007617656894,-0.2369443191606444,-0.09486786416995556,1
12440.0,0.01634831234741119,-0.2369443191606444,-0.13256538435212173,0
12441.0,-0.9106595671950923,-0.43593396293935766,-0.20238734958999974,0
12443.0,2.8177457505253067,-0.43593396293935766,-0.16577837568727377,1
12445.0,-0.5643049748385526,-0.33643914105000106,-0.18835132620472633,0
12449.0,-0.4624359770866291,-0.33643914105000106,-0.13251254229972168,0
12450.0,-0.574491874613745,-0.03795467538193117,-0.16768538664499855,0
12451.0,0.07746971099856527,-0.1374494972712878,0.2014973738494082,0
12454.0,-0.6152394737145143,0.16103496839678208,0.2813123583300434,0
12455.0,-0.10589448495489696,-0.1374494972712878,0.1780214113698311,0
12457.0,-0.3911276786602827,-0.33643914105000106,-0.15765009376032135,0
12458.0,-0.2892586809083592,-0.33643914105000106,-0.1252919694062183,0
12459.0,1.5240094790758787,-0.43593396293935766,-0.16941273462456327,1
12460.0,0.006161412572218844,-0.43593396293935766,-0.1844093090956857,0
12466.0,2.3084007617656894,-0.43593396293935766,-0.21610514639304196,1
12467.0,-0.7069215716912455,-0.33643914105000106,-0.2227667677989364,0
12468.0,-0.2586979815827822,0.16103496839678208,0.11783079088272791,0
12469.0,0.6784967977349138,-0.33643914105000106,0.1377968668151134,1
12470.0,2.379709060192036,-0.43593396293935766,-0.19787816111853232,1
12471.0,-0.8495381685439383,7.523651788209172,2.0315327267091554,3
12472.0,-0.8800988678695153,2.051436584294558,1.0368949942586108,3
12474.0,-0.8902857676447077,1.9519417624052011,0.3467507817543829,3
12475.0,-0.4726228768618215,-0.43593396293935766,-0.172712427229986,0
12476.0,-0.8291643689935536,1.2554780091797049,0.61537159372808,0
12477.0,-0.574491874613745,-0.2369443191606444,0.6058705927065585,0
12480.0,-0.574491874613745,-0.1374494972712878,0.03010828682738925,0
12481.0,-0.9208464669702847,0.2605297902861387,0.5553230596485413,0
12482.0,-0.06514688585412759,2.6484055156306976,2.3481200310480865,3
12483.0,-0.7884167698927842,0.8574987216222785,0.07037040795270245,0
12484.0,0.22008630785125813,0.2605297902861387,-0.010584790591941841,0
12485.0,0.7498050961612601,-0.43593396293935766,-0.13961686267794507,1
